title,author,is_novel
"Ode, read at the centenary dinner of the Royal Medical Society, February 17th, 1837",Royal Medical and Chirurgical Society of London,False
Odes and Miscellaneous Poems. By a Student of Medicine in the University of Edinburgh [Alexander Campbell],,False
Odes and Miscellanies,"Cheetham, Robert Farren",False
Odes and other poems. L.P,"Watson, William, Sir",False
Odes illustrating a temperance sketch entitled: 'Indian Scenes from the life of a Soldier.',"Long, G. F.",False
Odes in contribution to the Song of French History,"Meredith, George",False
Odes in honour of His Royal Highness the Prince Regent. With other poems,"Belfour, John, m.r.s.l",False
"Odes of Importance, &c. To the Shoemaker. To Mr Burke. To Irony. To Lord Lonsdale. To the King. To the Academic Chair. To a Margate Hoy. Old Simon, a tale. The Judges, or the Wolves, the Bear and Inferior Beasts, a fable. By Peter Pindar Esq","Pindar, Peter",False
"Odes to ... the Prince Regent, ... the Emperor of Russia, and ... the King of Prussia","Southey, Robert",False
"Odes to Ins and Outs. By Peter Pindar, Esq","Pindar, Peter",False
"Odes to Kien Long, the present Emperor of China; with the Quakes, a tale; To a fly, drowned in a bowl of punch; Ode to Macmanus, Townsend and Jealous, the thief-takers; to Cœlia;-to a pretty Milliner;-to the Fleas of Teneriffe;-to Sir W. Hamilton;-to my Candle, &c. &c. &c. By Peter Pindar Esq","Pindar, Peter",False
"Odes to Mr. Paine, author of 'Rights of Man,' on the intended celebration of the downfall of the French Empire, by a set of British Democrates, on the fourteenth of July. By Peter Pindar Esq","Pindar, Peter",False
Odes to the Rágas; and other poems,"Paterson, John David",False
"Odes, Elegies, Songs, &c","Brown, James, freemason",False
"Odes. (Ode on visiting the site of Horace's Sabine Villa.-Ode on a view of the grotto of Egeria, etc.)",,False
"Odin Sagas, and other poems [By H. L.]","L, H.",False
"Odious Comparisons; or, the Cosmopolite in England","Best, John Richard, afterwards Beste (John Richard Digby)",False
"Oedipus: a tragedy ... The authors Mr. Dryden, and Mr. Lee. The sixth edition","Dryden, John",False
"Oedipus: a tragedy. As it is acted at His Royal Highness the Duke's Theatre. The authors Mr. Dryden, and Mr. Lee","Dryden, John",False
"Of Age To-morrow: a musical entertainment in two acts etc [An adaptation of A. F. F. von Kotzebue's 'Der Wildfang,' by T. J. Dibdin.]","Dibdin, Thomas",False
Of England [Translated from the first edition of 'De l'Angleterre.'],"Rubichon, Maurice",False
Of False-fame. An Epistle to the ... Earl of Pembroke [In verse.],"Welsted, Leonard",False
Of High Descent. A novel,"Fenn, George Manville",True
Of Necessity [Tales.],"Gilbert, Henry",True
"Of Politeness. An epistle [in verse] to ... W. Stanhope, Lord Harrington. By the Author of Harlequin Horace [i.e. James Miller]","Stanhope, William, 1st Earl of Harrington",False
"Of Public Spirit in regard to Public Works. An epistle [in verse] to ... Frederick, Prince of Wales","Savage, Richard",False
Of This Death,"Campbell, Josephine Elisabeth",True
"Of active and retired Life, an epistle [in verse]",,False
Of the Characters of Women: an Epistle to a Lady [In verse.],"Pope, Alexander",False
Of the Deepest Dye. A novel,"Larking, Cuthbert",True
"Of the Use of Riches, an Epistle to the Right Honourable Allen Lord Bathurst","Pope, Alexander",False
"Of the World, Worldly [A novel.]","Forrester, Mrs",True
"Off Land's End, Homeward bound; or, Christmas Eve on board the 'Oberon.' ... With eight illustrations by J. Proctor","Reid, Walter",False
Off Parade [A novel.],"Mac Kenna, Stephen J. (Stephen Joseph)",True
Off the Line,"Thynne, Harriet Frances, Lady Charles Thynne",False
Off the Skelligs,"Ingelow, Jean",True
Off the Stage. A story,,True
Off the roll [A novel.],"King, Katharine",True
Off with the Old Love. A novel. By N. F. B,"B, N. F.",True
Offerings for Orphans: a series of original pieces in prose and verse. By living authors,,False
Offerings of Parental Love and Conjugal Affection [In verse.],"Barker, Samuel, Chaplain to the Duke of Cambridge",False
"Official Bulletins of the Battle of Waterloo, in the original languages, with translations into English. Edited by J. P. Burrell","Burrell, John Palfrey",False
Official Catalogue of the Exhibition of Works of Art ... Second edition,"Ripon Scientific Society, and Mechanics' Institute (Ripon)",False
"Official Documents, Addresses, etc. ... during the years 1862 and 1863","Opdyke, George",False
"Official Guide Book to the Canadian Pacific Railway Lands in Manitoba, and part of the N.W. Territory, etc. (New and enlarged edition.)",,False
Official Guide and Album of the Cunard Steamship Company [With plates.],Cunard Steamship Company,False
"Official Report (Jan. 16, 1849) to the American Congress, on the communications between the Atlantic and Pacific. (Reprinted from the 'Colonial Magazine.')","United States, Congress",False
Official Report of the Niger Valley Exploring Party,"Delany, Martin Robison",False
"Official Tourist Guide of the Dublin, Wicklow, and Wexford Railway. Illustrated. Compiled by A. T. Hennessy",,False
"Official correspondence with the Department of War, relative to the military operations of the American Army under the command of Major-General Izard on the northern frontier of the United States, in the years 1814 and 1815","Izard, George, Major-General in the Service of the United States",False
Official reports of the Out Islands of the Bahamas,"Harvey, Thomas Chapman",False
"Officiale handboke of ye Strivelin Fancye Fayre. Maister Upland Tarn (J. E. H. Thomson) ye romauntmaker, Maister Drekab (Leonard Baker) ye drawing-man","Thomson, John Ebenezer Honeyman",False
"Oh, what a Plague is Love! [A novel.]","Tynan, Katharine",True
"Ohio in the War: her statesmen, her generals and soldiers","Reid, Whitelaw",False
Old & New London. By W. Thornbury and Edward Walford. Illustrated,"Thornbury, George Walter",False
Old Acquaintance,"Brotherton, Mary Isabella Irwin",True
"Old Ali; or, Travels long ago ... With illustrations","Osmaston, John",False
Old Barnet,"Stevens, Horace William Pettit",True
Old Bradford Illustrated,"Fieldhouse, Harry",False
"Old Brighton ... a paper read at the opening meeting of the British Archæological Association, etc","Sawyer, Frederick Ernest",False
"Old Caleb's Will: or, the Fortunes of the Cardew family","Armstrong, Frances Charlotte",True
Old Cardross: a lecture,"Murray, David",False
"Old Ceylon, etc","Capper, John",False
"Old Ceylon, sketches of Ceylon life in the olden time ... With illustrations by Ceylon artists","Capper, John",False
Old Charlton [A novel.],"Pritchard, H. Baden",True
Old Chelsea. A summer-day's stroll ... Illustrated by J. Pennell,"Martin, Benjamin Ellis",False
Old Chester. Etched and described by H. H. Crickmore,"Crickmore, H. Hovell",False
"Old Churches, Ministers and Families of Virginia","Meade, William, Bishop of the Protestant Episcopal Church in Virginia",False
"Old City Manners : A comedy [in five acts and in prose], altered from the original Eastward Hoe, written by Ben Jonson, Chapman, and Marston","Lennox, Charlotte",False
"Old Clapham: based on a Lecture delivered in the year 1885, etc","Grover, John William",False
"Old Cleveland, being a collection of papers compiled and written by W. H. Burnett. Local writers and local worthies. Section I-complete [With portraits.]","Burnett, William Hall",False
Old Concord: her highways and byways ... Illustrated,"Sidney, Margaret",False
Old Corcoran's Money,"Dowling, Richard",True
Old Court Life in France,"Elliot, Frances",False
"Old Court Life in France ... New edition, with ... illustration, etc","Elliot, Frances",False
Old Court Life in Spain,"Elliot, Frances",False
Old Court. A novel,"Ainsworth, William Harrison",True
Old Crusty's Niece,"Wray, James Jackson",True
Old Dacres' Darling. A novel,"Thomas, afterwards Cudlip, Annie Hall",True
Old Dorset : chapters in the history of the county,"Moule, H. J. (Henry Joseph)",False
Old Dublin [Articles reprinted from the Dublin 'Evening Telegraph.'],,False
"Old Dundee, ecclesiastical, burghal and social, prior to the Reformation","Maxwell, Alexander, f.s.a.scot",False
"Old England and New England, in a series of views taken on the spot","Bunn, Alfred",
"Old England and New Zealand: the Government, Laws, Churches, public institutions, and the resources of New Zealand ... With an historical sketch of the Maori race ... Extracts from the author's diary of his voyage to New Zealand, etc","Simmons, Alfred",False
"Old England: sketches of English history. By E. A. W, author of 'Womanhood' [i.e. Mrs. E. A. Walker], etc","Walker, E. A., Mrs",False
"Old English and French ornaments; comprising 244 Designs ... by Chippendale, I. Jones, Johnson, Lock, and Pether ... Collected and republished by J. W","Weale, John",False
"Old English ballads. A collection of favourite ballads of the olden time, etc",,False
"Old English plays; being a selection from the early dramatic writers [Edited by Charles Wentworth Dilke, and designed as a continuation of Dodsley's collection.]","Dilke, Charles Wentworth",False
"Old Faces, old Places, and old Stories of Stirling. 2 series","Drysdale, William, of Stirling",False
Old Father Christmas. Picture-Book,"Lawson, afterwards Mack, Lizzie",False
"Old Glasgow Exhibition, 1894, Catalogue: notes and indexes [Compiled by Alexander W. Gray-Buchanan.]",Glasgow Institute of the Fine Arts (Glasgow),False
Old Glasgow: the place and the people. From the Roman occupation to the eighteenth century. L.P,"Macgeorge, Andrew",False
"Old Greenock ... Second series, etc [With plates.]","Williamson, George, F.R.S.E., F.S.A. Scot",False
"Old Greenock from the Earliest Times to the Early Part of the Nineteenth Century, with some account of the Burgh of Cartsburn and Burgh of Barony of Crawfurdsdyke, etc [With plates.]","Williamson, George, F.R.S.E., F.S.A. Scot",False
Old Gumtree Lyrics. By a Daughter of South Australia. With illustrations,,False
"Old Halls in Lancashire and Cheshire, including notes on the ancient domestic architecture of the Counties Palatine. With numerous illustrations","Taylor, Henry, of Manchester, Architect",False
Old Highways in China,"Williamson, Isabelle, Mrs",False
"Old Homesteads of Groton, Massachusetts","Boutwell, Francis Marion",False
Old Iniquity. A novel,"Allen, Phoebe",True
"Old Kent: the eastern shore of Maryland; notes illustrative of the most ancient records of Kent County, Maryland [Edited] with an introduction by G. A. Hanson","Hanson, George A.",False
Old Klimber Hall. A novel,"Brighouse, J. Harris",True
Old Lattimer's Legacy. A novel,"Fletcher, J. S. (Joseph Smith)",True
Old London Bridge,"Rodwell, G. Herbert (George Herbert)",False
"Old London Bridge, a romance of the sixteenth century. Illustrated by A. Ashley","Rodwell, G. Herbert (George Herbert)",True
Old Maids and Young [A novel.],"Esterre, afterwards Keeling, Elsa d'",True
Old Margaret. A novel,"Kingsley, Henry",True
Old Mortality ... With sixteen illustrations by Sidney Paget,"Scott, Walter, Sir",True
Old Mr. Tredgold [A novel.],"Oliphant, Mrs (Margaret)",True
