title,author,is_novel
"Notes on the Isthmus of Panama & Darien, also on the river St. Juan, Lakes of Nicaragua, &c, with reference to a railroad and canal for joining the Atlantic and Pacific Oceans. With original maps and plans","Peacock, George, f.r.g.s",False
"Notes on the Journey [Religious verse, etc.]","Mulvany, Alicia A.",False
Notes on the Kuril Islands [With maps.],"Snow, H. J.",False
"Notes on the Lands of Dumbreck & Orchardtown in the parish of Udny, and on some ancient weapons of the stone period, &c, found therein","Temple, William, Incumbent of St. Margaret's, Forgue",False
"Notes on the Ligurians, Aquitanians and Belgians ... Reprinted from the 'Transactions of the Royal Historical Society,' etc","Clarke, Hyde",False
"Notes on the Manor, Advowson, and Church of Daglingworth. Re-printed from the Transactions of the Bristol & Gloucestershire Archæological Society","Bazeley, William",False
"Notes on the Monastery of Rosnat, or Ty Gwyn, Pembrokeshire ... Reprinted from Archæologia Cambrensis, etc","Dawson, M. L.",False
"Notes on the Monuments in Colwick Church, Nottinghamshire ... Reprinted from 'Allen's Nottingham Red Book.'","Godfrey, John Thomas",False
Notes on the Naga Tribes in communication with Assam,"Owen, John, of Calcutta",False
Notes on the North-Western Provinces of India,"Crosthwaite, C. H. T. (Charles Haukes Todd)",False
Notes on the North-Western Provinces of India,"Raikes, Charles",False
Notes on the Northern Atlantic for the use of travellers ... With a map,"Brown, Richard, f.g.s",False
"Notes on the Oxfordshire Domesday [with a summary of its contents by J. L. G. M, i.e. J. L. G. Mowat]",,False
"Notes on the Parish Church, S. Mary's, Banbury","Draper, Eleanor",False
"Notes on the Parish of Brewhouse Yard, Nottingham","Godfrey, John Thomas",False
"Notes on the Parish of Golant, alias St. Sampson's ... and notes on the Church by Hubert Reade, etc [With illustrations.]","Rashleigh, Evelyn W.",False
"Notes on the Parish of Harefield, county of Middlesex, etc","Vernon, William Frederick",False
Notes on the Parish of Redenhall with Harleston in the County of Norfolk. Compiled chiefly from the records in the Town Chest,"Candler, Charles",False
"Notes on the Parish of St. Anthony in Roseland and its restored Church; with remarks on the life and temptations of the patron saint ... With illustrations, etc","Boyne, Lawrence Samuel",False
"Notes on the Parishes of Fyfield, Kimpton, Penton Mewsey, Weyhill and Wherwell in the County of Hampshire ... Revised and edited by E. D. Webb","Clutterbuck, Robert Hawley",False
"Notes on the Races, Castes and Trades of Eastern Bengal","Wise, James, m.d",False
"Notes on the State of Virginia ... A reprint of the original edition of 1784; with the additions, corrections, and illustrations added by the author in all subsequent editions; together with notes from other sources, and an introduction. Edited by P. L. Ford","Jefferson, Thomas",False
"Notes on the Successive Buildings used for County, Municipal, and Judicial Purposes of the County of Sutherland and Burgh of Dornoch. (The Ancient tolbooths of Dornoch.)","Mackay, Hector Munro",False
"Notes on the Tidal Streams at the Entrance to the English Channel, by H.M.S. Research, Capt. Pelham Aldrich. 1889-1890","Great Britain, Hydrographic Department",False
Notes on the Treatment of Gold Ores,"O'Driscoll, Florence",False
"Notes on the United States of North America, during a phrenological visit in 1838-9-40 [With a map.]","Combe, George, phrenologist",False
Notes on the Way. In verse,"Simms, John R.",False
"Notes on the West Indies: written during the expedition under the command of the late General Sir R. Abercrombie: including observations on the Island of Barbadoes, &c. ... likewise remarks relating to the Creoles and Slaves of the Western Colonies and the Indians of South America, etc","Pinckard, George",False
Notes on the antiquities of Macclesfield. ... Fourth edition,"Finney, I. A.",False
"Notes on the antiquities of the United Parishes of Ballycallan, Kilmanagh and Killaloe, etc","Holahan, J.",False
Notes on the early history of Assyria and Babylonia,"Smith, George",False
"Notes on the early history of the Brig of Balgowny, and illustrative of the position and legal aspect of the Fund ... for its repair and maintenance known as the Bridge of Don Fund. Compiled ... by W. P, etc","Paul, William, Advocate in Aberdeen",False
"Notes on the geology and mineralogy of the Spanish provinces of Santander and Madrid [From the Atlantis, Vol. IV.]","Sullivan, William Kirby",False
"Notes on the history and antiquities of the United Parishes of S. Matthew, Friday Street, and S. Peter, Cheap, in the City of London. (Appendix.)","Simpson, William Sparrow",False
Notes on the history of the Yoshiwara of Yedo,,False
"Notes on the late expedition against the Russian settlements in Eastern Siberia; and of a visit to Japan and to the shores of Tartary, and of the Sea of Okhotsk","Whittingham, Paul Bernard",False
"Notes on the neighbourhood of Taw Marsh, North Dartmoor ... Reprinted from the Transactions of the Devonshire Association, etc [With a map.]","Prowse, Arthur Bancks",False
"Notes on the neighbourhood of White Tor, West Dartmoor ... Reprinted from the Transactions of the Devonshire Association, etc","Prowse, Arthur Bancks",False
"Notes on the operations of the North German Troops in Lorraine and Picardy, etc","Seton, James Lumsden",False
Notes on the plan of Franklin Park and related matters,,False
Notes on the river navigations of North America,"Haig, Felix Thackeray",False
Notes on twenty Parish Churches in the five mile circle round Peterborough,"Paley, Frederick Apthorp",False
"Notes or Jottings about Aldeburgh, Suffolk, etc. (Second edition.)","Hele, Nicholas Fenwick",False
"Notes relative to the fortified walls of Edinburgh; with a copy of the proclamation issued by the Town-Council, on receiving the news of the battle of Flodden [By P. Neill. With MS. letter from to Lord II. Cockburn, and MS. note by the latter, prefixed.]",,False
"Notes taken during Travels in Africa, etc [Edited by T. Davidson. With lithographed plates.]","Davidson, John, F.R.S., F.S.A.",False
Notes to accompany a series of photographs designed to illustrate the ancient architecture of Southern India. ... Edited by J. Fergusson,"Lyon, Edmund David",False
"Notes upon Canada and the United States. From 1832 to 1840 ... By a Traveller [H. C. Todd?] Second edition. (Addenda, etc.)",,False
"Notes upon a proposed photographic survey of Warwickshire. Read before the Birmingham Photographic Society, ... 1889","Harrison, William Jerome, the Elder",False
"Notes upon some of the obscure Passages in Shakespeare's Plays; with Remarks upon the Explanations and Amendments of the Commentators in the Editions of 1785, 1790, 1793 [Edited by T. Penrice.]","Howe, John, Baron Chedworth",False
Notes upon the Gentile Organization of the Apaches of Arizona [Extracts from the 'Journal of American Folk-Lore.'],"Bourke, John Gregory",False
"Notes, Geographical and Historical, relating to the Town of Brooklyn, on Long-Island, by Gabriel Furman. With notes and a memoir of the author",Faust Club (New York),False
"Notes, ecclesiological and picturesque, on Dalmatia, Croatia, Istria, Styria, with a visit to Montenegro","Neale, J. M. (John Mason)",False
"Notes, etc","Hazlitt, William",False
"Notes, historical, descriptive, and personal, of Livermore, etc",,False
"Notes: genealogical and historical. Being a second 'Essay towards a History of Bideford.' ... Reprinted from the Transactions of the Devonshire Association for the Advancement of Science, etc","Worthy, Charles",False
"Nothing New. Tales. By the author of John Halifax, Gentleman, &c, &c [D. M. Mulock, afterwards Craik.]",,True
"Nothing Venture, Nothing Have. A novel","Beale, Anne",True
"Nothing to pray to; or Flora McFlimsy's rescue from Ritualism and Rome. By Peter Pasquil [A satire, in verse.]","Pasquil, Peter, pseudonym",True
"Notice of recent discoveries in Central Africa by Drs. Barth and Overweg, and of two supposed new languages in that Country [From the 'Transactions of the Royal Society of Literature,' etc.]","Hogg, John, M.A., F.R.S., F.L.S.",False
"Notice of tertiary fossils from Labrador, Maine, etc. and remarks on the climate of Canada, in the newer Pliocene or Pleistocene period [By J. W. Dawson.]",,False
"Notice of the Opening of a Barrow at Scale House, in the West Riding of Yorkshire, and a comparison of that barrow with certain others in Jutland. (Reprinted from the Reliquary.)","Davis, Joseph Barnard",False
"Notice on the Savoy Chapel, built by King Henry VII. and recently restored by Queen Victoria, 1844 [By John G. Lockhart.]",Chapel of the Savoy (London),False
Notice sur l'église de Saint-Maximin (Var) . ... Deuxième édition entièrement refaite,"Rostan, Louis",False
Notice sur la nouvelle-Calédonie et ses dépendances,,False
"Notices concerning China and the Port of Canton. Also a narrative of the affair of the English frigate Topaze, 1821-22, with remarks on homicides and an account of the fire of Canton",China,False
"Notices illustrative of the drama and other popular amusements, chiefly in the sixteenth and seventeenth centuries, incidentally illustrating Shakespeare and his contemporaries; extracted from the Chamberlain's accounts and other manuscripts of the borough of Leicester. With an introduction and notes by W. Kelly","Kelly, William, of Leicester",False
Notices of Brazil in 1828 and 1829,"Walsh, Robert, Ll.D., Rector of Finglas",False
"Notices of Exeter: comprising a history of royal visits to the ... city from A.D. 49 to A.D. 1863, etc","Gidey, John",False
Notices of Hastings and its Municipal Institutions ... Reprinted from Sussex Archaeological Collections [With plates.],"Cooper, William Durrant",False
Notices of Lincolnshire. Being an historical and topographical account of some villages in the division of Lindsey,"Hall, John George, of Hull",False
"Notices of Mining Machinery and various mechanical appliances in use chiefly in the Pacific States and Territories, for mining, raising, and working ores, etc","Blake, William Phipps",False
"Notices of Rocks and Fossils, in the University Museum, Oxford","Phillips, John, f.r.s",False
Notices of Southern Mangi [A discussion of Marco Polo's account of that region.],"Phillips, George, H.M. Consular Service, China",False
Notices of Windsor in the olden time,"Stoughton, John",False
Notices of the Northern Capitals of Europe,"Standish, Frank Hall",False
Notices of the War of 1812,"Armstrong, John, Secretary of War to the United States",False
Notices of the history and antiquities of Islip,"Halliwell-Phillipps, J. O. (James Orchard)",False
"Notices on the Earthquakes of Ischia of 1881 and 1883, with a map, consisting of articles that appeared in various ... newspapers, etc","Lavis, Henry James Johnston",False
Notices on the claims of the Hudson's Bay Company: to which is added a copy of their Royal charter [By Samuel Gale.],Hudson's Bay Company,False
"Notices, historical and antiquarian, of the Castle and Priory at Castleacre, in the County of Norfolk ... With twenty-three illustrations ... from original drawings, by Mr. Charles Wright","Bloom, John Hague",False
Notions of the Americans; picked up by a travelling bachelor [i.e. James Fenimore Cooper],,False
Notions on the Chorography of Brazil ... Translated by H. Le Sage,"Macedo, Joaquim Manoel de",False
"Noto, an unexplored corner of Japan","Lowell, Percival",False
"Notoriety, etc","Reynolds, Frederick",False
Nova Scotia considered as a field for emigration,"Hamilton, P. S.",False
"Nova Scotia, in its historical, mercantile and industrial relations","Campbell, Duncan",False
"Nova Zembla (1596-1597) . The Barents Relics recovered in the summer of 1876 by C. L. W. Gardiner ... Described and explained by J. K. J. de J. ... Translated, with a preface, by S. R. van Campen, etc","Jonge, Johan Karel Jakob de",False
Novissima and other poems,"Sindici, Magda",False
"Now and Hereafter: Verses regarding the Word, Sacraments and Prayer",,False
Now and Then,"Warren, Samuel",True
Now or Never,"Edwards, Matilda Barbara Betham",True
"Nowadays: or Courts, Courtiers, Churchmen, Garibaldians, Lawyers and Brigands, at home and abroad","Best, John Richard, afterwards Beste (John Richard Digby)",False
Noémi. A story of rock-dwellers ... Second edition,"Baring-Gould, S. (Sabine)",True
Nugae Canorae. (Poems.),"Croker, Margaret Sarah",False
Nugae Poeticae; being a selection of miscellaneous poems. L.P,"Disney, John, ll.d",False
"Nuggets in the Devil's Punch Bowl, and other Australian tales","Robertson, Andrew, minister of the Presbyterian Church of Victoria",False
Nugæ Canoræ Medicæ: lays by the Poet Laureate of the New Town Dispensary [i.e. D. Maclagan],,False
Nugæ Canoræ [Poems.],"Naylor, Robert Anderton",False
"Nugæ Canoræ. Chiming Trifles, etc [In English verse.]",,False
Nugæ Metricæ [By Lord Grenville.] (Addenda [by the 3rd Lord Holland] .),,False
Nugæ. A rhyming medley,"Bolitho, William, of Penzance",False
Nurse Adelaide: a novel,"Otterburn, Belton",True
Nurse Elisia [A novel.],"Fenn, George Manville",True
"Nurse and Spy in the Union Army: comprising the adventures and experiences of a woman in hospitals, camps, etc","Edmonds, S. Emma E.",False
Nursery Songs [Edited and] illustrated by J. Hall,"Hall, Jessie",False
Nutbrown Roger and I: a romance of the highway ... Illustrated,"Yoxall, James Henry, Sir",True
"Nuts for future historians to crack. Collected by H. W. Smith. Containing the Cadwalader pamphlet, Valley Forge letters, etc. MS. notes","Smith, Horace Wemyss",False
Nutshell Novels,"Sterry, Joseph Ashby",False
"Nyassa; a journal of adventures whilst exploring Lake Nyassa, Central Africa, and establishing the settlement of 'Livingstonia' ... Revised by ... H. Waller. With maps","Young, Edward Daniel",False
"O'Brennan's Antiquities. (A school history of Ireland, etc.) Second edition","O'Brennan, Martin A.",False
O'Byrne's Encyclopaedia of the War: a connected narrative of the current events of the war in the East,"O'Byrne, Robert Henry",False
"O'Grady of Trinity, a story of Irish University life","Hinkson, Henry Albert",True
"O'Keeffe's Legacy to his Daughter, being the Poetical Works of the late John O'Keeffe [Edited by Adelaide D. O'Keeffe.]","O'Keeffe, John",False
"O'Neill, or the Rebel [A poem, by Lord Lytton.]",,False
"O'Ruark: or, chronicles of the Balliquin Family [A tale.]","Monahan, Henry J.",True
O'Shea's Guide to Spain and Portugal. Edited by John Lomas. Tenth edition [With a loose map and plans.],"O'Shea, Henry",False
"O'er Many Lands, On Many Seas","Stables, Gordon",True
O.U.R. Books,,False
"Oakfield; or, Fellowship in the East ... Second edition","Arnold, William Delafield",False
Oakleigh Mascott: a novel,"Howe, L.",True
Oaks and birches : a novel,Naseby,True
"Oakshott Castle, being the memoir of an eccentric nobleman. Written by Mr. G. D. and edited [or rather written] by H. Kingsley ... Second edition","Dixon, Granby, pseudonym [i.e. Henry Kingsley]",False
"Oberon's Oath; or, the Paladin and the Princess: a melodramatic romance, in two acts. ... With a biographical memoir of the author","Thompson, Benjamin, dramatist",False
"Obi; or, Three-fingered Jack; a romance","Frost, Thomas",True
"Obituaries of J. Losh, J. Bruce, R. H. Williamson and R. Wasney [Edited by J. F, i.e. John Fenwick.]","F, J.",False
"Obituary and Records for the Counties of Lincoln, Rutland, and Northampton, from the commencement of the present century to the end of 1859","Simpson, Justin",False
"Obituary-Resolutions of the Committee of the Newcastle-upon-Tyne Bible Society [Edited by J. F, i.e. John Fenwick.]",Newcastle-upon-Tyne Bible Society,False
"Objections to the Tunnel Sewer, proposed by the Metropolitan Sewage Manure Company, by their new Bill: together with an alternative Plan, consistent with the recommendations of the Select Committee of the House of Commons. 1846","Martin, John",False
Objects and Rules of the Metropolitan Improvement Society,Metropolitan Improvement Society (London),False
"Observation on improvements of the town of Manchester, etc","Fairbairn, William, Sir",False
Observationes in varias trifoliorum species,"Savi, Gaetano",False
Observations and Conjectures upon some passages of Shakespeare [By T. Tyrwhitt.],"Tyrwhitt, Thomas",False
"Observations and remarks during four excursions made to various parts of Great Britain, in ... 1810 and 1811, etc","Webb, Daniel Carless",False
"Observations in Europe, principally in France and Great Britain","Durbin, John Price",False
"Observations in the East, chiefly in Egypt, Palestine, Syria, and Asia Minor","Durbin, John Price",False
"Observations made at Paris during the Peace; and remarks in a tour from London to Paris through Picardy, aud to England by the route for Normandy, etc","Eyre, Edmund John",False
"Observations made during a Tour in 1816 and 1817, through that part of the Netherlands which comprises Ostend, Bruges, Ghent, Brussels, Malines, and Antwerp; With remarks on the works of art in carving, painting, and sculpture, and enquiries into the present state of agriculture, political economy, literature, the arts and laws, government and religion ... Original anecdotes relative to the Battle of Waterloo, etc","Smithers, Henry",False
"Observations made on a tour from Hamburg, through Berlin, Gorlitz and Breslau, to Silberberg, and thence to Gottenburg","Semple, Robert, Governor of the Red River Colony",False
"Observations of the natural history of the swallow tribe; with ... facts relative to their migration and ... brumal torpidity: and a copious table of reference to authors ... To which is added, a general catalogue of British birds","Forster, Thomas Furley",False
Observations on China and the Chinese,"Smith, William L. G., counsellor-at-law",False
"Observations on Emigration to British America, and the United States","Holditch, Robert",False
"Observations on Emigration to the United States of America, illustrated by original facts","Savage, William",False
Observations on Foreign Mining in Mexico. By a Resident,,False
"Observations on Grammar, &c, for the use of the Grammar School, Leeds",Grammar School (Leeds),False
"Observations on Italy, etc","Bell, John, surgeon",False
Observations on Judge Jones' Loyalist History of the American Revolution. How far is it an authority?,"Johnston, Henry Phelps",False
Observations on Mineral Veins,"Fox, Robert Were",False
"Observations on Mr. Archer's statistical survey of the County of Dublin. (Appendix.-Extracts from Doctor Rutty's essay towards a natural history of the county, etc.)","Dutton, Hely",False
Observations on Pope,"Wakefield, Gilbert, unitarian",False
"Observations on Some Parts of the Answer of Earl Cornwallis to Sir Henry Clinton's Narrative. By ... Sir H. Clinton, K.B. To which is added an appendix; containing extracts of letters and other papers, to which reference is necessary","Clinton, Henry, Sir, k.b",False
"Observations on a journey through Spain and Italy to Naples; and thence to Smyrna and Constantinople, etc","Semple, Robert, Governor of the Red River Colony",False
"Observations on a passage in the preface to Mr. Fox's historical work [on the reign of James the Second], relative to the character of Dr. Somerville as an historian","Fox, Charles James",False
"Observations on certain curious Indentations in the Old Red Sandstone of Worcestershire and Herefordshire, considered as the tracks of antediluvian animals. With ... engravings, etc","Allies, Jabez",False
"Observations on man, his frame, his duty, and his expectations (1749) . Facsim. reproduction with an introduction by Theodore L. Huguelet","Hartley, David",False
"Observations on objects interesting to the Highlands of Scotland, particularly to Inverness and Inverness-shire [By Invernessicus, i.e. Lachlan Mackintosh. With notes.]",,False
"Observations on professions, literature, manners, and emigration in the United States, and Canada, made during a residence there in 1832","Fidler, Isaac",False
"Observations on the Act for Incorporating the London Company, including Remarks on the dearness of bread, and on monopoly, forestalling, and regrating. The fourth edition, etc","Prince, John Henry",False
Observations on the Architectural Deficiencies of the Metropolis,"Button, Joseph Hugh",False
"Observations on the Character, Customs, and Superstitions of the Irish; and on some of the causes which have retarded the moral and political improvement of Ireland","Dewar, Daniel",False
"Observations on the Colonies of New South Wales and Van Diemen's Land. (A Letter on Nomenclature, addressed to M. Quatremère de Quincey, etc.)","Henderson, John, Surgeon, H.E.I.C.S.",False
"Observations on the Crust of the Earth, and the formation of gold-bearing rocks. Crushing and amalgamation ... A lecture","Capper, Richard",False
"Observations on the Elvan Courses, Greenstones, and Sandstones of Cornwall ... Reprinted from the (Royal Cornwall Polytechnic) Society's 41st Annual Report, etc","Barnett, Andrew Ketchan",False
"Observations on the Expediency of establishing Hospitals for the admission ... of In-Patients, in Manufacturing Districts, addressed to the Governors of the Huddersfield Dispensary","Walker, J. K.",False
Observations on the Fairy Queen of Spenser ... The second edition,"Warton, Thomas",False
"Observations on the Historical Work of the late Right Hon. C. J. Fox ... with a narrative of the events which occurred in the enterprize of the Earl of Argyle in 1685, by Sir Patrick Hume","Rose, George, Right Honourable",False
"Observations on the Improvement of Boston Haven, etc","Chapman, William",False
"Observations on the Intended Amendment of the Irish Grand Jury Laws, etc","Parker, William, of Cork",False
Observations on the Isthmus of Panama,"Wheelwright, William",False
"Observations on the Nature and Tendency of the Doctrine of Mr. Hume, concerning the relation of cause and effect [By Thomas Brown.]","Brown, Thomas, M.D., Professor of Moral Philosophy in the University of Edinburgh",False
"Observations on the Neilgherries, including an account of their topography, climate, soil & productions, and of the effects of the climate on the European constitution: ... Edited by W. H. Smoult [With plates and maps.]","Baikie, Robert, of Tankerness, the Younger M.D.",False
"Observations on the Peloponnesus and Greek islands, made in 1829 [With a map.]","Anderson, Rufus, Reverend, the Younger",False
"Observations on the Temple of Serapis, at Pozzuoli, near Naples, with an attempt to explain the causes of the frequent elevation and depression of large portions of the earth's surface in remote periods; and to prove that those causes continue in action. With a supplement. Conjectures on the physical condition of the surface of the moon [With two plates.]","Babbage, Charles",False
Observations on the Turkish Contingent. By a Field-Officer of the Force,"Turkey, Army, Turkish Contingent",False
"Observations on the breeding and management of Neat Cattle; together with a description of the diseases to which they are liable, etc","Tindall, John, breeder",False
Observations on the disturbances in the Madras Army in 1809,"Malcolm, John",False
Observations on the fifth Report of the Commissioners of Military Enquiry; and more particularly on those parts of it which relate to the Surgeon General [T. Keate],"Keate, Thomas",False
"Observations on the geology of the United States of America, with some remarks on the effect produced on the nature and fertility of soils, by the decomposition of the different classes of rocks; and an application to the fertility of every state in the Union, etc","Maclure, William S.",False
"Observations on the influence of habits and manners, national and domestic, upon the health of the human race, and particularly ... as it relates to English females in the higher and middle classes of life","Palin, Ralph",False
"Observations on the inhabitants, climate, soil, rivers, productions, animals ... made by Mr. John Bartram in his travels from Pensilvania to Onondago, Oswego and the Lake Ontario, in Canada. To which is annex'd, a curious account of the cataracts at Niagara. By Mr. Peter Kalm","Bartram, John",False
"Observations on the practicability ... of the continuation of the Stockton and Darlington Railway from Croft Bridge to ... York, etc",,False
"Observations on the present state of the Highlands of Scotland, with a view of the causes an probable consequences of emigration","Douglas, Thomas, Earl of Selkirk",False
"Observations on the rich parts of the lodes of Cornwall ... Translated from the French, by J. H. Collins, etc","Moissenet, Léon",False
Observations on the schedule of the Records and other documents of the Corporation of Bedford,"Pearse, Theed William",False
"Observations on the social and political state of Denmark, and the Duchies of Sleswick and Holstein, in 1851. Being the third series of the 'Notes of a Traveller,' etc","Laing, Samuel",False
Observations on the social and political state of the European People in 1848 and 1849; being the second series of the 'Notes of a Traveller.',"Laing, Samuel",False
"Observations on the terms 'Pénéen,' 'Permian' and 'Dyas' ... From the Proceedings of the Boston Society of Natural History, etc","Marcou, Jules",False
"Observations on the topography of the Plain of Troy, and on the principal objects within and around it described or alluded to in the Iliad. Shewing that the system of M. de Chevalier [Le Chevalier] ... is founded on a most erroneous topography, etc","Rennell, James",False
Observations upon a Tract entitled 'A serious Address to Christians on the consecration of an edifice called a Church;' to which is annexed the first part of the Homily on Repentance. By a Layman,,False
Observations upon the Floridas,"Vignoles, Charles Blacker",False
Observations upon the Importance of the North American Colonies to Great Britain. By an old inhabitant of British America (B. Halliburton),"Halliburton, Brenton, Sir",False
"Observations upon the Topography and Climate of Crowborough Hill, Sussex, together with other subjects of collateral interest","Prince, Charles Leeson",False
"Observations upon the topography and climate of Crowborough Hill, Sussex ... Second edition","Prince, Charles Leeson",False
"Observations, good or bad, stupid or clever, serious or jocular, on Squire Foote's dramatic entertainment, intitled, The minor. By a genius [i.e. James Boswell]","Boswell, James",False
Occasional Papers and Addresses,"O'Hagan, Thomas, Baron O'Hagan",False
Occasional Papers on the theory of Glaciers; now first collected ... With a prefatory note on the recent progress and present aspect of the theory,"Forbes, James David",False
Occasional Poems and Verses,"Goodfellow, J. Cumming",False
"Occasional Poems, first printed 1655 [Edited by S. E. B, i.e. Samuel Egerton Brydges.]","Hammond, William, of St. Alban's Court",False
"Occasional Poems, translations, fables, tales, etc","Somerville, William",False
Occasional Poems. L.P,,False
"Occasional Stanzas, written at the request of the Revolution Society and recited on their anniversary, November 4, 1788. To which is added, Queen Mary to King William, during his Campaign in Ireland, 1690: a poetical Epistle","Hayley, William",False
Occasional suggestions relative to Ireland and the Church of Ireland from 1818. By a Member of the Royal Irish Academy [John Brown],Ireland,False
"Occurrences during a six month's residence in the province of Calabria Ulteriore ... in ... 1809-10, etc","Elmhirst, Philip J.",False
"Ocean Passages for the World. First edition. 1895. Compiled for the use of seamen, as an aid for ascertaining the route to be followed, etc [By Captain Robert Jackson.]","Great Britain, Hydrographic Department",False
"Ocean Scenes, or, the perils and beauties of the deep; being accounts of the most popular voyages on record, remarkable shipwrecks, etc",,False
"Oceana, or England and her Colonies","Froude, James Anthony",False
Ocellum Promontorium; or short observations on the ancient state of Holderness. With historic facts relative to the sea port and market town of Ravenspurne in Holderness,"Thompson, Thomas, F.S.A., of Cottingham Castle, Hull",False
"Octavia; or the Bride of St. Agnes. A tragedy, in five acts [In verse.]","Davies, Blanche",False
Octavius: a tragic drama. In five acts,"Bullock, Henry",False
Odal Rights and Feudal Wrongs: a memorial for Orkney,"Balfour, David",False
Odd Bits of History. Being short chapters intended to fill some blanks [Miscellaneous articles from reviews.],"Wolff, Henry William",False
Odd Half Hours or odd half sheets,"Gordon, Granville Armyne, Lord",False
Odd Stories,"Robertson, Frances Forbes, afterwards Harrod (Frances)",False
"Odd Ways in Olden Days down West, or Tales of the Reformation in Devon and Cornwall. By Vic",,True
"Odd, or Even? [A novel.]","Whitney, Adeline Dutton Train, Mrs",True
Odds and Ends. In verse and prose ... Illustrated by George Cruikshank from designs by the author,"Merle, William Henry",False
"Ode [to Queen Victoria, on her Jubilee]","Winthrop, Robert Charles, the Elder",False
Ode commemorative of her Majesty's Visit to the Great Industrial Exhibition in Dublin,,False
"Ode de Dryden para o dia de Santa Cecilia. Traduzida em portugues [With 'Ode de Gray sobre o progreço da poezia', 'Hymno de Gray a adversidade', and 'Ode de Gray vendo ao longe o Colegio de Eton'. The translator named in the foreword as Antonio de Araujo.]","Dryden, John",False
"Ode delivered on the occasion of the opening ... of the Public Hall, Colchester, ... October 14, 1851","Tabor, J. A.",False
Ode for Musick (on St. Cecilia's Day),"Pope, Alexander",False
Ode for Musick on St. Cecilia's Day ... Fourth edition,"Pope, Alexander",False
"Ode for the Encænia at Oxford, June 11, 1834, in honour of His Grace, Arthur, Duke of Wellington, Chancellor of the University [at his installation. By John Keble]",University of Oxford,False
"Ode for the Fourteenth of July, the day consecrated to Freedom; being the anniversary of the Revolution in France","Merry, Robert",False
Ode for the Sophomore supper of the Class of 1854,"Leland, Oliver S.",False
Ode for the new year 1716,"Rowe, Nicholas",False
"Ode for the twentieth of June, 1887 [By F. T. Palgrave.]","Palgrave, Francis Turner",False
"Ode in commemoration of the anniversary of the birthday of ... Queen Victoria, etc","Halloran, Henry",False
Ode in memory of the Rt. Honble. William Ewart Gladstone,"Benson, Arthur Christopher",False
"Ode on Lochiel's Birthday, 1796 [By William Cameron.]","Cameron, Donald, of Lochiel, 22nd Chief of the Clan Cameron",False
Ode on an Evening View of the Crescent at Bath,,False
Ode on the Death of Field Marshal the Duke of Wellington,"Brown, James Reid",False
Ode on the Death of the Duke of Wellington,"Braithwaite, Henry Thomas",False
Ode on the Death of the Duke of Wellington,"Tennyson, Alfred Tennyson, Baron",False
"Ode on the Marriage of H.R.H. the Duke of York and H.S.H. Princess Victoria Mary of Teck, July 6th, 1893","Morris, Lewis",False
"Ode on the Marriage of H.R.H. the Prince of Wales ... Being the poem to which the first special prize was awarded in the University of Dublin, June, 1863","Coppin, John Wylkyns",False
Ode on the National Thanksgiving for the Recovery of ... the Prince of Wales,"Bickersteth, Edward Henry",False
"Ode on the Proclamation of the French Republic, September 4th, 1870","Swinburne, Algernon Charles",False
"Ode on the Surrender of Paris, to the Allies; July 3d. 1815","Ashby, Samuel, of Bungay",False
Ode on the Victory of Waterloo,"Cobbold, Elizabeth",False
"Ode on the emancipation of Ireland, 1782",Ireland,False
"Ode performed in the Senate House, Cambridge, on the seventh of July MDCCCXXXV. at the first commencement after the installation, and in the presence of John Jeffreys Marquis Camden, Chancellor of the University [By Christopher Wordsworth, Bishop of Lincoln.]","Pratt, John Jeffreys, Marquis Camden",False
"Ode performed in the Senate-House of Cambridge, June 29, 1811, at the Installation of ... William Frederick, Duke of Gloucester ... Chancellor of the University",,False
"Ode performed in the Senate-House, Cambridge, ... composed for the installation of His Grace the Duke of Devonshire, Chancellor of the University","Kingsley, Charles",False
"Ode to D. Garrick, by one of his descendants, etc","Garrick, David",False
"Ode to December, etc","Smith, James William Gilbart, pseudonym [i.e. Sir James Denham]",False
Ode to Desolation; with some other poems. (Notes.),"Hartstonge, Matthew Weld",False
Ode to Fortitude,"Russell, William",False
Ode to General Kosciusko,"Cary, Henry Francis",False
Ode to Napoleon Buonaparte [By Lord Byron.],"Napoleon, I., Emperor of the French",False
Ode to Napoleon Buonaparte [By Lord Byron.] The fourth edition,"Napoleon, I., Emperor of the French",False
"Ode to Science. Recited at the anniversary meeting of the Philomathian Society, June 20, 1791. Together with the song, snug by Brother Webb, on the same occasion","Thelwall, John",False
"Ode to Trinity College, Cambridge [By George Pryme.]",Trinity College (University of Cambridge),False
"Ode to her Majesty Queen Victoria on her sixtieth birthday, etc","Hawley, John Hugh",False
Ode to the British Army,"Peel, Edmund",False
Ode to the Cuckoo: With remarks on its authorship [and its publication with M. Bruce's Poems in 1770 by J. L.] . In a letter to J. C. Shairp [By D. Laing.],"Logan, John",False
Ode to the Duchess of Angoulême,,False
"Ode to the Hero of Finsbury Square [i.e. J. Lackington] congratulatory on his late mariage, and illustrative of his genius as his own biographer: with notes referential. By Peregrine Pindar Gent [A satire.]","Pindar, Peregrine, Gent, pseudonym",False
Ode upon the death of ... Marquis Camden [By J. Purchas.],"Pratt, John Jeffreys, Marquis Camden",False
